"","h96","psuid","h88","i1","d1","j3","W5","W5xHH","s1","s28","ssxsc","s25","sd","s26","s2","s7t","s8t","s7a","s8a","s7c","s8c","s38","s15","s18","s19","s22","s24","s24a","s29","s30","s31","s32","s33","s34","s35","s36","s37","sttxsc","s39","s21","s40","s41","TRAVDATE","TRAVDay","TRAVDD","TRAVMM","TRAVYYYY","j14","j37","jjxsc","j36","j36a","j23","j24","j26","j28","j28a","j29","j30","jttxsc","j32","j33","jotxsc","j54","j31","j31a","j31b","j55","j56","j59","j60","jdungross","j34","jd","j57g","j58g","jtotcost","j62"
"31","2002",20103,171,"Person no.3","Day 5","Jrny 1",1.38263481,1.07990687,"Stage 1","No",1,54,54,"5 to under 10 miles","London stage bus",2,"Two",-9,"Adult journey",-9,"Adult journey",2,"2","DNA","DNA","DNA","London stage bus","London stage bus",0,"No cost",0,"No cost",0,"No cost","Combined season/travel card",60,"1 under 1.5 hours",60,-9,"DNA","Last stage (Days 1-6)","Main stage",13231555200,"Monday",28,"January",2002,"No","No",1,"London stage bus","London stage bus","One","Visit friends","Education","Education","Education",60,"1 under 1.5 hours",60,60,"1 under 1.5 hours",60,440,"0715 - 0729","0700 - 0759","M-F 0700 - 0759",470,"0745 - 0759",500,"0815 - 0829",54,"5 to under 10 miles",54,"Greater London","Greater London",0,"0"
"32","2002",20103,201,"Person no.1","Day 2","Jrny 7",1.44292183,1.03879671,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13231123200,"Wednesday",23,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Escort education","Home","Escort education","Escort education",20,"15 under 30 mins",20,20,"15 under 30 mins",20,1085,"1800 - 1814","1800 - 1859","M-F 1800 - 1859",1095,"1815 - 1829",1105,"1815 - 1829",20,"2 to under 3 miles",20,"Greater London","Greater London",-9,"DNA"
"33","2002",20103,201,"Person no.1","Day 4","Jrny 2",1.42299112,1.02444807,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13231296000,"Friday",25,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Escort education","Home","Escort education","Escort education",10,"8 under 15 mins",10,10,"8 under 15 mins",10,505,"0815 - 0829","0800 - 0859","M-F 0800 - 0859",510,"0830 - 0844",515,"0830 - 0844",20,"2 to under 3 miles",20,"Greater London","Greater London",-9,"DNA"
"34","2002",20103,201,"Person no.1","Day 5","Jrny 1",1.48254283,1.06732089,"Stage 1","No",1,150,150,"15 to under 25 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",60,"1 under 1.5 hours",60,0,"Nil","Last stage (Days 1-6)","Main stage",13231382400,"Saturday",26,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Personal business other","Personal business other","Other personal business",60,"1 under 1.5 hours",60,60,"1 under 1.5 hours",60,450,"0730 - 0744","0700 - 0759","Sat",480,"0800 - 0814",510,"0830 - 0844",150,"15 to under 25 miles",150,"Greater London","Greater London",-9,"DNA"
"35","2002",20103,201,"Person no.2","Day 7","Jrny 1",1.45961022,1.05081112,"Stage 1","No",1,200,200,"15 to under 25 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",60,"1 under 1.5 hours",60,0,"Nil","Last stage (Day 7)","Main stage",13231555200,"Monday",28,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Work","Commuting","Commuting",60,"1 under 1.5 hours",60,60,"1 under 1.5 hours",60,450,"0730 - 0744","0700 - 0759","M-F 0700 - 0759",480,"0800 - 0814",510,"0830 - 0844",200,"15 to under 25 miles",200,"Greater London","Eastern",-9,"DNA"
"36","2002",20103,201,"Person no.3","Day 2","Jrny 2",1.40098349,1.00860421,"Stage 1","No",1,20,20,"2 to under 3 miles","London stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","London stage bus","London stage bus",65,"50p to under 75p",-9,"DNA",65,"50p to under 75p","Ordinary adult",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13231123200,"Wednesday",23,"January",2002,"No","No",1,"London stage bus","London stage bus","One","Education","Home","Education","Education",30,"30 under 45 mins",30,30,"30 under 45 mins",30,975,"1600 - 1629","1600 - 1659","M-F 1600 - 1659",990,"1630 - 1644",1005,"1645 - 1659",20,"2 to under 3 miles",20,"Greater London","Greater London",65,"50-99p"
"37","2002",20103,201,"Person no.3","Day 6","Jrny 2",1.58987217,1.14459006,"Stage 1","No",1,70,70,"5 to under 10 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13231468800,"Sunday",27,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",30,"30 under 45 mins",30,30,"30 under 45 mins",30,990,"1630 - 1644","1600 - 1659","Sun",1005,"1645 - 1659",1020,"1700 - 1714",70,"5 to under 10 miles",70,"Greater London","Greater London",-9,"DNA"
"38","2002",20104,13,"Person no.1","Day 1","Jrny 1",1.31715005,1,"Stage 1","No",1,65,65,"5 to under 10 miles","LT Underground",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","LT Underground","LT Underground",0,"No cost",0,"No cost",0,"No cost","Travel card",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13231296000,"Friday",25,"January",2002,"No","No",1,"LT underground","LT Underground","One","Home","Work","Commuting","Commuting",30,"30 under 45 mins",30,30,"30 under 45 mins",30,510,"0830 - 0844","0800 - 0859","M-F 0800 - 0859",525,"0845 - 0859",540,"0900 - 0914",65,"5 to under 10 miles",65,"Greater London","Greater London",0,"0"
"39","2002",20104,51,"Person no.1","Day 5","Jrny 1",1.72168464,1.16695421,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13232592000,"Saturday",9,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",15,"15 under 30 mins",15,15,"15 under 30 mins",15,750,"1230 - 1259","1200 - 1259","Sat",757.5,"1230 - 1259",765,"1230 - 1259",10,"1 to under 2 miles",10,"Greater London","Greater London",-9,"DNA"
"40","2002",20104,51,"Person no.1","Day 7","Jrny 1",1.55033106,1.05081112,"Stage 1","Yes",7,3,21,"Under 1 mile","Walk, less than 1 mile",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",3,"3 under 8 mins",21,-9,"DNA","Other stage (Day 7)","Other stage",13232764800,"Monday",11,"February",2002,"No","No",1,"LT underground","LT Underground","Three","Home","Work","Commuting","Commuting",28,"15 under 30 mins",106,28,"15 under 30 mins",28,496,"0815 - 0829","0800 - 0859","M-F 0800 - 0859",510,"0830 - 0844",524,"0830 - 0844",58,"5 to under 10 miles",106,"Greater London","Greater London",99,"50-99p"
"41","2002",20104,81,"Person no.1","Day 2","Jrny 1",1.07139822,1.02319664,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13231123200,"Wednesday",23,"January",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Work","Commuting","Commuting",15,"15 under 30 mins",15,15,"15 under 30 mins",15,580,"0930 - 0959","0900 - 0959","M-F 0900 - 0959",587.5,"0930 - 0959",595,"0930 - 0959",10,"1 to under 2 miles",10,"Greater London","Greater London",-9,"DNA"
"42","2002",20105,31,"Person no.1","Day 2","Jrny 3",0.97899969,1.0019721,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",4,"Four",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,0,"Nil","Last stage (Days 1-6)","Main stage",13231382400,"Saturday",26,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Personal business other","Visit friends","Visit friends at private home","Visit friends at private home",15,"15 under 30 mins",15,15,"15 under 30 mins",15,690,"1130 - 1159","1100 - 1159","Sat",697.5,"1130 - 1159",705,"1130 - 1159",40,"3 to under 5 miles",40,"Greater London","Greater London",-9,"DNA"
"43","2002",20105,31,"Person no.1","Day 5","Jrny 6",0.99384298,1.01716368,"Stage 1","No",1,11,11,"1 to under 2 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,0,"Nil","Last stage (Days 1-6)","Main stage",13231641600,"Tuesday",29,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Escort education","Home","Escort education","Escort education",15,"15 under 30 mins",15,15,"15 under 30 mins",15,940,"1530 - 1559","1500 - 1559","M-F 1500 - 1559",947.5,"1530 - 1559",955,"1530 - 1559",11,"1 to under 2 miles",11,"Greater London","Greater London",-9,"DNA"
"44","2002",20105,31,"Person no.1","Day 7","Jrny 7",1.01118189,1.03490945,"Stage 1","Yes",7,5,35,"Under 1 mile","Walk, less than 1 mile",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",35,-9,"DNA","Last stage (Day 7)","Main stage",13231814400,"Thursday",31,"January",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Visit friends","Escort education","Escort education","Escort education",5,"3 under 8 mins",35,5,"3 under 8 mins",35,920,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",922.5,"1500 - 1529",925,"1500 - 1529",5,"Under 1 mile",35,"Greater London","Greater London",-9,"DNA"
"45","2002",20105,31,"Person no.2","Day 2","Jrny 6",0.99218395,1.01546573,"Stage 1","No",1,390,390,"35 to under 50 miles","Car",4,"Four",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",45,"45 mins under 1 hour",45,-9,"DNA","Last stage (Days 1-6)","Main stage",13231382400,"Saturday",26,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Visit friends","Personal business other","Personal business other","Other personal business",45,"45 mins under 1 hour",45,45,"45 mins under 1 hour",45,940,"1530 - 1559","1500 - 1559","Sat",962.5,"1600 - 1629",985,"1600 - 1629",390,"35 to under 50 miles",390,"Greater London","South East",-9,"DNA"
"46","2002",20105,31,"Person no.2","Day 5","Jrny 2",0.97707281,1,"Stage 1","No",1,30,30,"3 to under 5 miles","Van/lorry",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 2","Household van/ lorry-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13231641600,"Tuesday",29,"January",2002,"No","No",1,"Van/lorry: driver","Car/van driver","One","In course of work","Home","Business","Business",10,"8 under 15 mins",10,10,"8 under 15 mins",10,715,"1130 - 1159","1100 - 1159","M-F 1000 - 1459",720,"1200 - 1229",725,"1200 - 1229",30,"3 to under 5 miles",30,"Greater London","Greater London",-9,"DNA"
"47","2002",20105,31,"Person no.3","Day 7","Jrny 2",1.01118189,1.03490945,"Stage 1","Yes",7,5,35,"Under 1 mile","Walk, less than 1 mile",5,"Five",2,"Two",3,"Three",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",70,-9,"DNA","Last stage (Day 7)","Main stage",13231814400,"Thursday",31,"January",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Education","Visit friends","Visit friends at private home","Visit friends at private home",10,"8 under 15 mins",70,10,"8 under 15 mins",70,940,"1530 - 1559","1500 - 1559","M-F 1500 - 1559",945,"1530 - 1559",950,"1530 - 1559",5,"Under 1 mile",35,"Greater London","Greater London",-9,"DNA"
"48","2002",20105,31,"Person no.4","Day 5","Jrny 1",1.05514764,1.07990687,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",4,"Four",1,"One",3,"Three",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13231641600,"Tuesday",29,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Education","Education","Education",10,"8 under 15 mins",10,10,"8 under 15 mins",10,510,"0830 - 0844","0800 - 0859","M-F 0800 - 0859",515,"0830 - 0844",520,"0830 - 0844",10,"1 to under 2 miles",10,"Greater London","Greater London",-9,"DNA"
"49","2002",20105,31,"Person no.4","Day 7","Jrny 2",1.01118189,1.03490945,"Stage 1","Yes",7,5,35,"Under 1 mile","Walk, less than 1 mile",5,"Five",2,"Two",3,"Three",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",70,-9,"DNA","Last stage (Day 7)","Main stage",13231814400,"Thursday",31,"January",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Education","Visit friends","Visit friends at private home","Visit friends at private home",10,"8 under 15 mins",70,10,"8 under 15 mins",70,940,"1530 - 1559","1500 - 1559","M-F 1500 - 1559",945,"1530 - 1559",950,"1530 - 1559",5,"Under 1 mile",35,"Greater London","Greater London",-9,"DNA"
"50","2002",20105,71,"Person no.1","Day 5","Jrny 1",1.42178662,1.16695421,"Stage 1","No",1,10,10,"1 to under 2 miles","London stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","London stage bus","London stage bus",0,"No cost",26,"20p to under 30p",26,"20p to under 30p","Combined season/travel card",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13231987200,"Saturday",2,"February",2002,"No","No",1,"London stage bus","London stage bus","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",15,"15 under 30 mins",15,35,"30 under 45 mins",35,930,"1530 - 1559","1500 - 1559","Sat",947.5,"1530 - 1559",965,"1600 - 1629",10,"1 to under 2 miles",10,"Greater London","Greater London",26,"1-49p"
"51","2002",20105,91,"Person no.1","Day 1","Jrny 5",1.07630597,1,"Stage 1","No",1,5,5,"Under 1 mile","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13230777600,"Saturday",19,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Other escort","Food shopping(from 98)","Food shopping(from 98)","Shopping",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1133,"1830 - 1859","1800 - 1859","Sat",1135.5,"1830 - 1859",1138,"1830 - 1859",5,"Under 1 mile",5,"Greater London","Greater London",-9,"DNA"
"52","2002",20105,91,"Person no.1","Day 3","Jrny 2",1.15694083,1.07491815,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Main stage",13230950400,"Monday",21,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Personal business other","Personal business other","Personal business other","Other personal business",5,"3 under 8 mins",5,5,"3 under 8 mins",5,646,"1030 - 1059","1000 - 1059","M-F 1000 - 1459",648.5,"1030 - 1059",651,"1030 - 1059",20,"2 to under 3 miles",20,"Greater London","Greater London",-9,"DNA"
"53","2002",20105,91,"Person no.2","Day 3","Jrny 2",1.08824706,1.01109451,"Stage 2","No",1,90,90,"5 to under 10 miles","LT Underground",1,"One",-9,"Adult journey",-9,"Adult journey",2,"2","DNA","DNA","DNA","LT Underground","LT Underground",0,"No cost",197,"£1.50 to under £2",197,"£1.50 to under £2","Travel card",60,"1 under 1.5 hours",60,-9,"DNA","Other stage (Days 1-6)","Main stage",13230950400,"Monday",21,"January",2002,"No","No",1,"LT underground","LT Underground","Three","Work","Home","Commuting","Commuting",76,"1 under 1.5 hours",76,92,"1.5 under 2 hours",92,1020,"1700 - 1714","1700 - 1759","M-F 1700 - 1759",1066,"1745 - 1759",1112,"1830 - 1859",125,"10 to under 15 miles",125,"Greater London","Greater London",274,"200-499p"
"54","2002",20105,91,"Person no.2","Day 3","Jrny 2",1.08824706,1.01109451,"Stage 1","No",1,20,20,"2 to under 3 miles","Light rail(from 98)",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Light rail(from 98)","Other public",0,"No cost",44,"30p to under 50p",44,"30p to under 50p","Travel card",6,"3 under 8 mins",6,-9,"DNA","Other stage (Days 1-6)","Other stage",13230950400,"Monday",21,"January",2002,"No","No",1,"LT underground","LT Underground","Three","Work","Home","Commuting","Commuting",76,"1 under 1.5 hours",76,92,"1.5 under 2 hours",92,1020,"1700 - 1714","1700 - 1759","M-F 1700 - 1759",1066,"1745 - 1759",1112,"1830 - 1859",125,"10 to under 15 miles",125,"Greater London","Greater London",274,"200-499p"
"55","2002",20105,91,"Person no.2","Day 6","Jrny 1",1.10896923,1.03034756,"Stage 1","No",1,15,15,"1 to under 2 miles","London stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","London stage bus","London stage bus",0,"No cost",33,"30p to under 50p",33,"30p to under 50p","Travel card",6,"3 under 8 mins",6,-9,"DNA","Other stage (Days 1-6)","Other stage",13231209600,"Thursday",24,"January",2002,"No","No",1,"LT underground","LT Underground","Three","Home","Work","Commuting","Commuting",56,"45 mins under 1 hour",56,70,"1 under 1.5 hours",70,405,"0630 - 0659","0600 - 0659","M-F 0600 - 0659",440,"0715 - 0729",475,"0745 - 0759",125,"10 to under 15 miles",125,"Greater London","Greater London",274,"200-499p"
"56","2002",20105,91,"Person no.3","Day 3","Jrny 3",1.15694083,1.07491815,"Stage 1","No",1,150,150,"15 to under 25 miles","London stage bus",2,"Two",1,"One",1,"One",1,"1","DNA","DNA","DNA","London stage bus","London stage bus",0,"No cost",-9,"DNA",0,"No cost","Ordinary child",43,"30 under 45 mins",43,-9,"DNA","Other stage (Days 1-6)","Main stage",13230950400,"Monday",21,"January",2002,"No","No",1,"London stage bus","London stage bus","Two","Escort shopping/pers. business","Home","Escort shopping/pers. business","Other escort",68,"1 under 1.5 hours",68,68,"1 under 1.5 hours",68,672,"1100 - 1129","1100 - 1159","M-F 1000 - 1459",706,"1130 - 1159",740,"1200 - 1229",160,"15 to under 25 miles",160,"Greater London","Greater London",0,"0"
"57","2002",20105,111,"Person no.1","Day 7","Jrny 2",1.5366886,1.25865872,"Stage 3","Yes",7,1,7,"Under 1 mile","Walk, less than 1 mile",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",3,"3 under 8 mins",21,-9,"DNA","Last stage (Day 7)","Other stage",13231641600,"Tuesday",29,"January",2002,"No","No",1,"Surface Rail","Surface rail","Three","Personal business medical","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",33,"30 under 45 mins",81,35,"30 under 45 mins",35,880,"1430 - 1459","1400 - 1459","M-F 1000 - 1459",897.5,"1430 - 1459",915,"1500 - 1529",122,"10 to under 15 miles",134,"Greater London","Greater London",300,"200-499p"
"58","2002",20105,111,"Person no.1","Day 7","Jrny 2",1.5366886,1.25865872,"Stage 2","No",1,120,120,"10 to under 15 miles","Surface Rail",1,"One",-9,"Adult journey",-9,"Adult journey",2,"2","DNA","DNA","DNA","Surface Rail","Surface Rail",0,"No cost",300,"£3 to under £5",300,"£3 to under £5","Travel card",25,"15 under 30 mins",25,-9,"DNA","Other stage (Day 7)","Main stage",13231641600,"Tuesday",29,"January",2002,"No","No",1,"Surface Rail","Surface rail","Three","Personal business medical","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",33,"30 under 45 mins",81,35,"30 under 45 mins",35,880,"1430 - 1459","1400 - 1459","M-F 1000 - 1459",897.5,"1430 - 1459",915,"1500 - 1529",122,"10 to under 15 miles",134,"Greater London","Greater London",300,"200-499p"
"59","2002",20105,121,"Person no.1","Day 5","Jrny 3",1.15412581,1.16695421,"Stage 1","No",1,15,15,"1 to under 2 miles","London stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","London stage bus","London stage bus",0,"No cost",46,"30p to under 50p",46,"30p to under 50p","Travel card",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13231382400,"Saturday",26,"January",2002,"No","No",1,"London stage bus","London stage bus","One","Home","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",10,"8 under 15 mins",10,20,"15 under 30 mins",20,750,"1230 - 1259","1200 - 1259","Sat",760,"1230 - 1259",770,"1230 - 1259",15,"1 to under 2 miles",15,"Greater London","Greater London",46,"1-49p"
